facility_id,facility_name,cehrt_id,meets_criteria_for_promoting_interoperability_of_ehrs
171339,GREENWOOD COUNTY HOSPITAL,0015CT0PPT32RH0,Y
171341,HIAWATHA COMMUNITY HOSPITAL,0015C1FY2LTP2R5,Y
171343,STANTON COUNTY HOSPITAL,,No
171344,WILSON MEDICAL CENTER,0015C653E6J0GQN,Y
171345,PAWNEE VALLEY COMMUNITY HOSPITAL,0015CD97UMS9BMX,Y
171346,HOSPITAL DISTRICT #6 PATTERSON HEALTH CENTER,0015C80E18RAW4X,No
171347,SHERIDAN COUNTY HOSPITAL,0015CFG3Q10HY2V,No
171348,NORTON COUNTY HOSPITAL,0015C80E18RAW4X,Y
171349,CLOUD COUNTY HEALTH CENTER,0015CFK6U1HAM4K,Y
171350,RUSSELL REGIONAL HOSPITAL,0015CFG3Q10HY2V,No
171351,WASHINGTON COUNTY HOSPITAL,,No
171352,DECATUR HEALTH,0015CFG3Q10HY2V,Y
171353,PHILLIPS COUNTY HOSPITAL,0015CLT8S0A3MT6,Y
171354,"COMMUNITY HOSPITAL, ONAGA AND ST MARYS CAMPUS",0015CN9A2LCQ8V2,Y
171355,TREGO COUNTY LEMKE MEMORIAL HOSPITAL,0015CLT8S0A3MT6,Y
171356,ST LUKE HOSPITAL & LIVING CENTER,0015CFG3Q10HY2V,Y
171357,HILLSBORO COMMUNITY HOSPITAL,0015CFG3Q10HY2V,Y
171358,LINDSBORG COMMUNITY HOSPITAL,0015CFK6U1HAM4K,Y
171359,GREELEY COUNTY HEALTH SERVICES,,No
171360,LINCOLN COUNTY HOSPITAL,,No
171361,REPUBLIC COUNTY HOSPITAL,0015CLT8S0A3MT6,Y
171362,CITIZENS MEDICAL CENTER,0015CFG3Q10HY2V,Y
171363,"COMMUNITY MEMORIAL HEALTHCARE, INC.",0015CFG3Q10HY2V,Y
171364,OSBORNE COUNTY MEMORIAL HOSPITAL,0015CLT850A3MT6,Y
171365,HANOVER HOSPITAL,0015CT0PPT32RH0,Y
171367,GOVE COUNTY MEDICAL CENTER,0015CFG3Q10HY2V,Y
171368,MINNEOLA DISTRICT HOSPITAL,0015CLT8S0A3MT6,Y
171369,HODGEMAN COUNTY HEALTH CENTER,0015CT0PPT32RH0,Y
171370,GOODLAND REGIONAL MEDICAL CENTER,,No
171371,CLAY COUNTY MEDICAL CENTER,0015C80E18RAW4X,Y
171372,SCOTT COUNTY HOSPITAL,0015C80E18RAW4X,Y
171373,ALLEN COUNTY REGIONAL HOSPITAL,0015C5KH60XEZ5W,Y
171374,FREDONIA REGIONAL HOSPITAL,0015CLT8S0A3MT6,Y
171375,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,0015C4DPR23A8VK,Y
171376,GIRARD MEDICAL CENTER,0015CFG3Q10HY2V,Y
171377,SMITH COUNTY MEMORIAL HOSPITAL,0015C653E6J0GQN,Y
171378,KINGMAN HEALTHCARE CENTER,0015CFG3Q10HY2V,Y
171379,MORRIS COUNTY HOSPITAL,0015C653E6J0GQN,Y
171380,NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,0015CAM1MLV2KZK,Y
171381,MEMORIAL HOSPITAL,0015CFK6U1HAM4K,Y
171382,AMBERWELL ATCHISON ASSOCIATION,0015C1FY2LTP2R5,Y
171383,WILLIAM NEWTON HOSPITAL,0015CFG3Q10HY2V,Y
171384,NEWMAN REGIONAL HEALTH,0015CPL0QAZ154T,Y
171385,COFFEY COUNTY HOSPITAL,0015CPL0QAX154T,Y
171386,MORTON COUNTY HOSPITAL,,No
173300,CHILDREN'S MERCY SOUTH,,No
180001,ST ELIZABETH FT THOMAS,0015CW3NXQ9AG42,Y
180002,WHITESBURG ARH HOSPITAL,0015C946ANU9N81,Y
180004,OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL,0015C8YGS65EE0D,Y
180005,HIGHLANDS ARH REGIONAL MEDICAL CENTER,0015C946ANU9N81,Y
180009,KING'S DAUGHTERS' MEDICAL CENTER,0015CD44ZFB3ZJS,Y
180010,SAINT JOSEPH HOSPITAL,0015CWD2653NY5L,Y
180011,SAINT JOSEPH LONDON,0015CWD2653NY5L,Y
180012,BAPTIST HEALTH HARDIN,0015C124KR0SNP1,Y
180013,THE MEDICAL CENTER (BOWLING GREEN),0015CN1GL8M6DYQ,Y
180016,UOFL HEALTH - SHELBYVILLE HOSPITAL,0015CX8K9UM3M52,Y
180017,T J SAMSON COMMUNITY HOSPITAL,0015C1PC2VXC7PW,Y
180018,ST CLAIRE REGIONAL MEDICAL CENTER,0015CE4ZXJ0FKT5,Y
180019,MEADOWVIEW REGIONAL MEDICAL CENTER,0015C4HSE8YJ05Q,Y
180020,MIDDLESBORO ARH HOSPITAL,0015C946ANU9N81,Y
180024,SPRING VIEW HOSPITAL,0015C4HSE8YJ05Q,Y
180025,CHI SAINT JOSEPH FLAGET MEMORIAL HOSPITAL,0015CWD2653NY5L,Y
180027,MURRAY-CALLOWAY COUNTY HOSPITAL,0015CZ8QFF7QPS8,Y
180029,HAZARD ARH REGIONAL MEDICAL CENTER,0015C946ANU9N81,Y
180035,ST ELIZABETH EDGEWOOD,0015CW3NXQ9AG42,Y
180038,OWENSBORO HEALTH REGIONAL HOSPITAL,0015C8YGS65EE0D,Y
180040,UOFL HEALTH - JEWISH HOSPITAL and Mary & Elizabeth Hospital,0015CX8K9UM3M52,Y
180043,MANCHESTER MEMORIAL HOSPITAL,0015CFG9KA7DWS7,Y
180044,PIKEVILLE MEDICAL CENTER,0015CRT7Y4XJX42,Y
180045,ST ELIZABETH FLORENCE,0015CW3NXQ9AG42,Y
180046,BOURBON COMMUNITY HOSPITAL,0015C8CHE73ABS5,Y
180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,0015CLU15QN45BX,Y
180049,BAPTIST HEALTH RICHMOND,0015C124KR0SNP1,Y
180050,HARLAN ARH HOSPITAL,0015C946ANU9N81,Y
180051,JENNIE STUART MEDICAL CENTER,0015CW4VMW3NMY3,Y
180056,DEACONESS HENDERSON HOSPITAL,0015C9XTF3Q6PKS,Y
180064,SAINT JOSEPH MOUNT STERLING,0015CWD2653NY5L,Y
180066,LOGAN MEMORIAL HOSPITAL,0015CC4NC7PMU4W,Y
180067,UNIVERSITY OF KENTUCKY HOSPITAL,0015CVE0NUW5RTT,Y
180069,TUG VALLEY ARH REGIONAL MEDICAL CENTER,0015C946ANU9N81,Y
180070,OWENSBORO HEALTH TWIN LAKES MEDICAL CENTER,0015C8YGS65EE0D,Y
180078,PAINTSVILLE ARH HOSPITAL,0015C946ANU9N81,Y
180079,HARRISON MEMORIAL HOSPITAL,0015CE4ZXJ0FKT5,Y
180080,BAPTIST HEALTH CORBIN,0015C124KR0SNP1,Y
180087,TAYLOR REGIONAL HOSPITAL,0015C78VNK5JJP0,Y
180088,"NORTON HOSPITALS, INC",0015C8XCN16R6V5,Y
180092,CLARK REGIONAL MEDICAL CENTER,0015C8CHE73ABS5,Y
180093,BAPTIST HEALTH DEACONESS MADISONVILLE,0015C9XTF3Q6PKS,Y
180101,GEORGETOWN COMMUNITY HOSPITAL,0015C8CHE73ABS5,Y
180102,MERCY HEALTH - LOURDES HOSPITAL,0015C4J0ZKW5KKJ,Y
180103,BAPTIST HEALTH LEXINGTON,0015C124KR0SNP1,Y
180104,BAPTIST HEALTH PADUCAH,0015C124KR0SNP1,Y
180105,MONROE COUNTY MEDICAL CENTER,0015CS6RG8Z4GVH,Y
180115,"ROCKCASTLE COUNTY HOSPITAL, INC.",0015CR11XHK6S8D,Y
180116,JACKSON PURCHASE MEDICAL CENTER,0015C4HSE8YJ05Q,Y
180124,TRISTAR GREENVIEW REGIONAL HOSPITAL,0015C622YQ4JDC3,Y
180127,FRANKFORT REGIONAL MEDICAL CENTER,0015CS48Q53VKT0,Y
180128,THREE RIVERS MEDICAL CENTER,0015C8CHE73ABS5,Y
180130,BAPTIST HEALTH LOUISVILLE,0015C124KR0SNP1,Y
180132,LAKE CUMBERLAND REGIONAL HOSPITAL,0015C4XYB82NW5B,Y
180138,BAPTIST HEALTH LAGRANGE,0015C124KR0SNP1,Y
180139,KENTUCKY RIVER MEDICAL CENTER,0015C8CHE73ABS5,Y
180141,UNIVERSITY OF LOUISVILLE HOSPITAL,0015CX8K9UM3M52,Y
180143,SAINT JOSEPH EAST,0015CWD2653NY5L,Y
180149,TJ HEALTH COLUMBIA,0015C1PC2VXC7PW,Y
180154,"PINEVILLE COMMUNITY HEALTH CENTER, INC",,No
181301,MARCUM AND WALLACE MEMORIAL HOSPITAL,0015C4J0ZKW5KKJ,Y
181302,THE JAMES B. HAGGIN MEMORIAL HOSPITAL,0015CLU15QN45BX,Y
181304,TRIGG COUNTY HOSPITAL,0015CFG3Q10HY2V,No
181305,ARH OUR LADY OF THE WAY,0015C946ANU9N81,Y
181306,METHODIST HOSPITAL UNION COUNTY,0015C9XTF3Q6PKS,Y
181307,MORGAN COUNTY ARH HOSPITAL,0015C946ANU9N81,Y
181308,BLUEGRASS COMMUNITY HOSPITAL,0015C8CHE73ABS5,Y
181309,CASEY COUNTY HOSPITAL,0015CFG3Q10HY2V,Y
181310,CARROLL COUNTY MEMORIAL HOSPITAL,0015CFG3Q10HY2V,Y
181311,ST ELIZABETH GRANT,0015CW3NXQ9AG42,Y
181314,CAVERNA MEMORIAL HOSPITAL,0015CN1GL8M6DYQ,Y
181315,EPHRAIM MCDOWELL FORT LOGAN HOSPITAL,0015CLU15QN45BX,Y
181316,MARY BRECKINRIDGE ARH HOSPITAL,0015C946ANU9N81,Y
181317,CUMBERLAND COUNTY HOSPITAL,0015CFG3Q10HY2V,Y
181318,THE MEDICAL CENTER AT FRANKLIN,0015CN1GL8M6DYQ,Y
181319,BRECKINRIDGE MEMORIAL HOSPITAL,,No
181320,"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC",0015CMJ8XDN1QN9,Y
181321,WAYNE COUNTY HOSPITAL,0015C8CHE73ABS5,Y
181322,CALDWELL MEDICAL CENTER,0015CFG3Q10HY2V,Y
181323,OHIO COUNTY HOSPITAL,,No
181324,THE MEDICAL CENTER AT SCOTTSVILLE,0015CN1GL8M6DYQ,Y
181325,JANE TODD CRAWFORD HOSPITAL,0015CFG3Q10HY2V,Y
181327,MARSHALL COUNTY HOSPITAL,0015CLJ6CPB7FN6,Y
181328,KNOX COUNTY HOSPITAL,0015C946ANU9N81,Y
181329,CHI SAINT JOSEPH BEREA NF,0015CWD2653NY5L,Y
181330,RUSSELL COUNTY HOSPITAL,0015CJ9CMR3T0SG,Y
181331,MCDOWELL ARH HOSPITAL,0015C946ANU9N81,Y
181332,FLEMING COUNTY HOSPITAL,0015C8CHE73ABS5,Y
181333,THE MEDICAL CENTER AT ALBANY,,No
190002,OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,0015CVZ8NZE0N5M,Y
190004,THIBODAUX REGIONAL MEDICAL CENTER,0015CPS8PBQ1L98,Y
190005,UNIVERSITY MEDICAL CENTER NEW ORLEANS,0015CUP3NEU1E4P,Y
190006,OCHSNER UNIVERSITY HOSPITAL AND CLINICS,0015CVZ8NZE0N5M,Y
190007,NATCHITOCHES REGIONAL MEDICAL CENTER,0015CDR9VB4KSE5,Y
190008,TERREBONNE GENERAL MEDICAL CENTER - PARISH,0015CEA2XUM6B27,Y
190011,OCHSNER LSU HEALTH MONROE,0015CEA2XUM6B27,Y
190013,WEST CALCASIEU CAMERON HOSPITAL,0015CK3MKQ1BP7X,Y
190014,OCHSNER ST MARY,0015CEA2XUM6B27,Y
190015,NORTH OAKS MEDICAL CENTER,0015C55T8AH25UH,Y
190017,OPELOUSAS GENERAL HEALTH SYSTEM,0015C80E18RAW4X,Y
190019,CHRISTUS ST FRANCES CABRINI HOSPITAL,0015CJR3Z59N4NU,Y
190020,LANE REGIONAL MEDICAL CENTER,0015CLW92XXB6YE,Y
190025,SAVOY MEDICAL CENTER,0015CFG3Q10HY2V,Y
190026,RAPIDES REGIONAL MEDICAL CENTER,0015C622YQ4JDC3,Y
190027,CHRISTUS OCHSNER ST PATRICK HOSPITAL,0015CJR3Z59N4NU,Y
190034,ABBEVILLE GENERAL HOSPITAL,0015C80E18RAW4X,Y
190036,OCHSNER MEDICAL CENTER ACUTE,0015CEA2XUM6B27,Y
190039,WEST JEFFERSON MEDICAL CENTER,0015CUP3NEU1E4P,Y
190040,SLIDELL MEMORIAL HOSPITAL,0015CEA2XUM6B27,Y
190041,CHRISTUS SHREVEPORT-BOSSIER HEALTH SYSTEM,0015CJR3Z59N4NU,Y
190044,ACADIA GENERAL HOSPITAL,0015CVZ8NZE0N5M,Y
190045,ST TAMMANY PARISH HOSPITAL,0015CEA2XUM6B27,Y
190046,TOURO INFIRMARY,0015CHL24QZ8GAF,Y
190050,BEAUREGARD MEMORIAL HOSPITAL,0015CUU0VN4CTW1,Y
190053,OCHSNER AMERICAN LEGION HOSPITAL,0015CVZ8NZE0N5M,Y
190054,IBERIA MEDICAL CENTER,0015CFG3Q10HY2V,Y
190060,LAKE CHARLES MEMORIAL HOSPITAL,,No
190064,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,0015CVE0NUW5RTT,Y
190065,BATON ROUGE GENERAL MEDICAL CENTER,0015CK3MKQ1BP7X,Y
190079,ST CHARLES PARISH HOSPITAL,0015CEA2XUM6B27,Y
190086,NORTHERN LOUISIANA MEDICAL CENTER,0015CX112ZVK0ZX,Y
190088,SPRINGHILL MEDICAL CENTER,0015CFG3Q10HY2V,Y
190090,WINN PARISH MEDICAL CENTER,0015CD30BJE5K3L,Y
190098,OCHSNER LSU HEALTH SHREVEPORT,0015CEA2XUM6B27,Y
190099,AVOYELLES HOSPITAL,0015CD30BJE5K3L,Y
190102,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",0015CVE0NUW5RTT,Y
190106,OAKDALE COMMUNITY HOSPITAL,,No
190111,WILLIS KNIGHTON MEDICAL CENTER,0015CHF5LA5KND5,Y
190114,CLAIBORNE MEMORIAL MEDICAL CENTER,0015CD38WA7A77E,Y
190116,MOREHOUSE GENERAL HOSPITAL,0015C8CHE73ABS5,Y
190118,DESOTO REGIONAL HEALTH SYSTEM,0015CFG3Q10HY2V,Y
190125,ST FRANCIS MEDICAL CENTER,0015CVE0NUW5RTT,Y
190128,WOMANS HOSPITAL,0015C7QHT4SYU4B,Y
190133,ALLEN PARISH HOSPITAL,0015CFG3Q10HY2V,Y
190140,FRANKLIN MEDICAL CENTER,0015C9Z58N4E02Y,Y
190144,MINDEN MEDICAL CENTER,0015CFH8ALS0PHX,Y
190145,LASALLE GENERAL HOSPITAL,0015CFG3Q10HY2V,Y
190151,RICHARDSON MEDICAL CENTER,0015CFG3Q10HY2V,Y
190160,GLENWOOD REGIONAL MEDICAL CENTER,0015C28CYJ5LLF4,Y
190164,BYRD REGIONAL HOSPITAL,0015CD38WA7A77E,Y
190167,MERCY REGIONAL MEDICAL CENTER,0015C8CHE73ABS5,Y
190176,EAST JEFFERSON GENERAL HOSPITAL,0015CKR5HCD6T9Y,Y
190183,LEONARD J CHABERT MEDICAL CENTER,0015CEA2XUM6B27,Y
190184,CITIZENS MEDICAL CENTER,0015CW40F8CZL04,Y
190190,"CALDWELL MEMORIAL HOSPITAL, INC",0015CFG3Q10HY2V,Y
190201,CHRISTUS OCHSNER LAKE AREA HOSPITAL,0015CJR3Z59N4NU,Y
190202,OCHSNER MEDICAL CENTER - BATON ROUGE,0015CEA2XUM6B27,Y
190208,EAST CARROLL PARISH HOSPITAL,0015CT0PPT32RH0,No
190218,SABINE MEDICAL CENTER,0015CD30BJE5K3L,Y
190241,PHYSICIANS MEDICAL CENTER,,No
190245,MONROE SURGICAL HOSPITAL,0015CFG3Q10HY2V,Y
190251,SURGICAL SPECIALTY CENTER OF BATON ROUGE,,No
190255,PARK PLACE SURGICAL HOSPITAL,0015CFG3Q10HY2V,Y
190256,STERLING SURGICAL HOSPITAL,0015CFG3Q10HY2V,Y
190259,LAFAYETTE SURGICAL SPECIALTY HOSPITAL,0015C40C0YCP4T4,Y
190266,THE SPINE HOSPITAL OF LOUISIANA,0015CAE6T4C0BJB,Y
190267,AVALA,0015C1MWQ0ZHE9S,Y
190270,OUR LADY OF THE LAKE SURGICAL HOSPITAL,0015CVY1N1F91KM,Y
190274,OCHSNER MEDICAL CENTER-KENNER,0015CEA2XUM6B27,Y
190278,SPECIALISTS HOSPITAL SHREVEPORT,0015CFG3Q10HY2V,Y
190298,CHRISTUS CENTRAL LOUISIANA SURGICAL HOSPITAL,0015CQZ3GL3N8TR,Y
190300,ST CHARLES SURGICAL HOSPITAL,,No
190302,"OMEGA HOSPITAL, LLC",,No
190303,CYPRESS POINTE SURGICAL HOSPITAL,0015CFG3Q10HY2V,Y
190308,ST BERNARD PARISH HOSPITAL,0015CEA2XUM6B27,Y
190312,OUR LADY OF THE ANGELS HOSPITAL,0015CVE0NUW5RTT,Y
190313,NEW ORLEANS EAST HOSPITAL,0015CUP3NEU1E4P,Y
190316,THE GENERAL,,No
190317,OCHSNER LSU HEALTH SHREVEPORT-ST MARY MEDICAL CENT,0015CEA2XUM6B27,Y
190318,ACADIAN MEDICAL CENTER,0015C8CHE73ABS5,Y
190319,ALEXANDRIA EMERGENCY HOSPITAL,,No
191300,ST HELENA PARISH HOSPITAL,0015CFG3Q10HY2V,Y
191301,UNION GENERAL HOSPITAL,0015C8CHE73ABS5,Y
191302,OCHSNER ST MARTIN HOSPITAL,0015CVZ8NZE0N5M,Y
191304,NORTH CADDO MEDICAL CENTER,0015CDA13YNK8F1,Y
191305,ST JAMES PARISH HOSPITAL,0015C4DPR23A8VK,Y
191306,WEST FELICIANA PARISH HOSPITAL,,No
191307,DEQUINCY MEMORIAL HOSPITAL,0015CY9N5RK82FA,No
191308,PREVOST MEMORIAL HOSPITAL,0015CT0PPT32RH0,Y
191309,HOOD MEMORIAL HOSPITAL,0015CFG3Q10HY2V,No
191310,BAYOU BEND HEALTH SYSTEM,0015CFG3Q10HY2V,Y
191311,BUNKIE GENERAL HOSPITAL,0015CFG3Q10HY2V,Y
191312,CHRISTUS COUSHATTA HEALTH CARE CENTER,0015CJR3Z59N4NU,Y
191313,RIVERSIDE MEDICAL CENTER,0015C80E18RAW4X,Y
191314,MADISON PARISH HOSPITAL,,No
191315,HARDTNER MEDICAL CENTER,0015CFG3Q10HY2V,Y
191316,POINTE COUPEE GENERAL HOSPITAL,0015CFG3Q10HY2V,No
191317,JACKSON PARISH HOSPITAL,0015C80E18RAW4X,Y
191318,RIVERLAND MEDICAL CENTER,0015CFG3Q10HY2V,Y
191319,ACADIA ST LANDRY,0015CFG3Q10HY2V,Y
191320,BIENVILLE MEDICAL CENTER,0015CD30BJE5K3L,Y
191321,LALLIE KEMP MEDICAL CENTER,0015CHL24QZ8GAF,Y
191322,ABROM KAPLAN MEMORIAL HOSPITAL,0015CVZ8NZE0N5M,Y
191323,RICHLAND PARISH HOSPITAL-DELHI,0015CQT7URF86HV,Y
191324,OCHSNER ST ANNE GENERAL HOSPITAL,0015CEA2XUM6B27,Y
191325,LADY OF THE SEA GENERAL HOSPITAL,,No
191326,REEVES MEMORIAL MEDICAL CENTER,0015CXZ21PBQ54A,No
191327,WEST CARROLL MEMORIAL HOSPITAL,,No
193300,CHILDRENS HOSPITAL,,No
200001,ST JOSEPH HOSPITAL,0015C4J0ZKW5KKJ,Y
200008,NORTHERN LIGHT HEALTH,0015CE1VL612TJY,Y
200009,MAINE MEDICAL CENTER,0015CKC5HA5F51T,Y
200018,NORTHERN LIGHT  A R GOULD HOSPITAL,0015CE1VL612TJY,Y
200020,YORK HOSPITAL,0015CK3MKQ1BP7X,Y
200021,MID COAST HOSPITAL,0015CKC5HA5F51T,Y
200024,CENTRAL MAINE MEDICAL CENTER,0015C32G0EM34J6,Y
200031,CARY MEDICAL CENTER,0015CFG3Q10HY2V,Y
200033,NORTHERN LIGHT EASTERN MAINE MEDICAL CENTER,0015CE1VL612TJY,Y
200034,ST MARY'S REGIONAL MEDICAL CENTER,0015C4J0ZKW5KKJ,No
200039,MAINE GENERAL MEDICAL CENTER,0015CW4VMW3NMY3,Y
200041,NORTHERN LIGHT INLAND HOSPITAL,0015CE1VL612TJY,Y
200050,NORTHERN LIGHT MAINE COAST HOSPITAL,0015CE1VL612TJY,Y
200052,NORTHERN MAINE MEDICAL CENTER,0015C7G9EJT78H8,Y
200063,PENOBSCOT BAY MEDICAL CENTER,0015CKC5HA5F51T,Y
201300,NORTHERN LIGHT BLUE HILL MEMORIAL HOSPITAL,0015CE1VL612TJY,Y
201301,CHARLES A DEAN MEMORIAL HOSPITAL,0015CE1VL612TJY,Y
201302,LINCOLNHEALTH,0015CKC5HA5F51T,Y
201303,PENOBSCOT VALLEY HOSPITAL,,No
201304,MOUNT DESERT ISLAND HOSPITAL,0015C80E18RAW4X,Y
201305,CALAIS COMMUNITY HOSPITAL,0015CFG3Q10HY2V,Y
201306,RUMFORD  HOSPITAL,0015C32G0EM34J6,Y
201307,MILLINOCKET REGIONAL HOSPITAL,0015CFG3Q10HY2V,Y
201308,HOULTON REGIONAL HOSPITAL,0015C05XRW4G6B6,Y
201309,NORTHERN LIGHT MAYO HOSPITAL,0015C80E18RAW4X,Y
201310,BRIDGTON HOSPITAL,0015C32G0EM34J6,Y
201311,DOWN EAST COMMUNITY HOSPITAL,0015C80E18RAW4X,Y
201312,MAINEHEALTH WALDO HOSPITAL,0015CKC5HA5F51T,Y
201313,NORTHERN LIGHT SEBASTICOOK VALLEY HOSPITAL,0015CE1VL612TJY,Y
201314,REDINGTON FAIRVIEW GENERAL HOSPITAL,0015CZK3868FUL4,Y
201315,MAINEHEALTH STEPHENS HOSPITAL,0015CKC5HA5F51T,Y
201316,MAINEHEALTH FRANKLIN HOSPITAL,,No
210001,MERITUS MEDICAL CENTER,0015CYT94LS81XV,Y
210002,UNIVERSITY OF MARYLAND MEDICAL CENTER,0015CE0Q84QPW6R,Y
210003,UNIVERSITY OF MD CAPITAL REGION MEDICAL CENTER,0015CE0Q84QPW6R,Y
210004,HOLY CROSS HOSPITAL,0015C8XCN16R6V5,Y
210005,FREDERICK HEALTH HOSPITAL,0015CHH3A0TPA3A,Y
210008,MERCY MEDICAL CENTER INC,0015C3GKN8P5MDL,Y
210009,"JOHNS HOPKINS HOSPITAL, THE",0015C6D7SZ9A442,Y
210011,SAINT AGNES HOSPITAL,0015CMK0R40U06V,Y
210012,SINAI HOSPITAL OF BALTIMORE,0015C8ZRS80JAQ6,Y
210015,MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,0015C6NE153843T,Y
210016,ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,0015CXJ1LSC4H6G,Y
210017,GARRETT REGIONAL MEDICAL CENTER,0015CHA9ZLS6ELS,Y
210018,MEDSTAR MONTGOMERY MEDICAL CENTER,0015C6NE153843T,Y
210019,"TIDALHEALTH PENINSULA REGIONAL, INC",0015CYK074QMH4Z,Y
210022,SUBURBAN HOSPITAL,0015C6D7SZ9A442,Y
210023,"LUMINIS HEALTH ANNE ARUNDEL MEDICAL CENTER, INC",,No
210024,MEDSTAR UNION MEMORIAL HOSPITAL,0015C6NE153843T,Y
210027,WESTERN MARYLAND REGIONAL MEDICAL CENTER,0015CP46VRF6P8N,Y
210028,MEDSTAR SAINT MARY'S HOSPITAL,0015C6NE153843T,Y
210029,JOHNS HOPKINS BAYVIEW MEDICAL CENTER,0015C6D7SZ9A442,Y
210030,UNIVERSITY OF MD SHORE MEDICAL CTR AT CHESTERTOWN,0015CE0Q84QPW6R,Y
210032,UNION HOSPITAL OF CECIL COUNTY,0015CTB8NHS6NGG,Y
210033,CARROLL HOSPITAL CENTER,0015C8ZRS80JAQ6,Y
210034,MEDSTAR HARBOR HOSPITAL,0015C6NE153843T,Y
210035,UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER,0015CE0Q84QPW6R,Y
210037,UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,0015CE0Q84QPW6R,Y
210038,UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,0015CE0Q84QPW6R,Y
210039,CALVERTHEALTH MEDICAL CENTER,0015C3L6FG4X33T,Y
210040,NORTHWEST HOSPITAL CENTER,0015C8ZRS80JAQ6,Y
210043,UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,0015CE0Q84QPW6R,Y
210044,GREATER BALTIMORE MEDICAL CENTER,0015CYT94LS81XV,Y
210048,JOHNS HOPKINS HOWARD COUNTY MEDICAL CENTER,0015C6D7SZ9A442,Y
210049,UMD UPPER CHESAPEAKE MEDICAL CENTER,0015CE0Q84QPW6R,Y
210051,"LUMINIS HEALTH DOCTORS COMMUNITY MEDICAL CTR, INC",,No
210056,MEDSTAR GOOD SAMARITAN HOSPITAL,0015C6NE153843T,Y
210057,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,0015CXJ1LSC4H6G,Y
210058,UMD REHABILITATION &  ORTHOPAEDIC INSTITUTE,0015CE0Q84QPW6R,Y
210060,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,0015CXJ1LSC4H6G,Y
210061,ATLANTIC GENERAL HOSPITAL,,No
210062,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,0015C6NE153843T,Y
210063,UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER,0015CE0Q84QPW6R,Y
210064,LEVINDALE HEBREW GERIATRIC CENTER AND HOSPITAL,0015C8ZRS80JAQ6,Y
210065,HOLY CROSS GERMANTOWN HOSPITAL,0015C8XCN16R6V5,Y
213300,MOUNT WASHINGTON PEDIATRIC HOSPITAL,,No
213301,KENNEDY KRIEGER INSTITUTE,,No
220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,0015CWW3R9FPD02,Y
220002,MOUNT AUBURN HOSPITAL,0015CKY003B5ZBG,Y
220008,STURDY MEMORIAL HOSPITAL,0015C4DPR23A8VK,Y
220010,LAWRENCE GENERAL HOSPITAL,0015CK3TYN7UYQ3,Y
220011,CAMBRIDGE HEALTH ALLIANCE,0015C4J0ZKW5KKJ,Y
220012,CAPE COD HOSPITAL,0015CTU9MP4EP7C,Y
220015,"COOLEY DICKINSON HOSPITAL INC,THE",0015C9C70ZC87RM,Y
220016,BAYSTATE FRANKLIN MEDICAL CENTER,0015CK5DPM68H5T,Y
220017,CARNEY HOSPITAL,0015C28CYJ5LLF4,Y
220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,0015CWW3R9FPD02,Y
220020,SAINT ANNE'S HOSPITAL,0015C28CYJ5LLF4,Y
220024,HOLYOKE MEDICAL CENTER,0015CK3TYN7UYQ3,Y
220029,ANNA JAQUES HOSPITAL,0015CGE9P51LDH9,No
220030,BAYSTATE WING HOSPITAL,0015CK5DPM68H5T,Y
220031,BOSTON MEDICAL CENTER,0015CWT525JKU1H,Y
220033,NORTHEAST HOSPITAL CORPORATION,0015CKY003B5ZBG,Y
220035,NORTH SHORE MEDICAL CENTER -,0015C9C70ZC87RM,Y
220036,ST ELIZABETH'S MEDICAL CENTER,0015C28CYJ5LLF4,Y
220046,BERKSHIRE MEDICAL CENTER,0015CNU77M679KC,Y
220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,0015CWW3R9FPD02,Y
220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,,No
220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,0015C9LUY50XZP7,Y
220062,ADCARE HOSPITAL OF WORCESTER INC,0015CFG3Q10HY2V,Y
220063,LOWELL GENERAL HOSPITAL,0015CV6V21T2LKS,Y
220065,BAYSTATE NOBLE HOSPITAL,0015CK5DPM68H5T,Y
